846	279
1853	642
1649	109
425	102
2102	1001
2762	1210
2351	90
2349	559
546	559
1531	555
1185	551
2133	550
2617	552
1259	513
2829	1289
2099	1002
2381	684
427	620
426	620
1789	1371
1768	1370
1770	1373
1769	1372
1775	1375
1774	1374
1777	1377
1776	1376
1779	1379
1778	1378
2769	1345
2767	1345
77	371
1048	370
788	370
79	372
2436	377
1093	393
1922	394
2498	654
2496	655
1784	1364
1253	1362
1348	1145
843	1546
842	1548
1670	1549
2638	543
723	540
2639	544
108	414
525	1388
249	412
251	413
520	1385
527	1386
524	1387
1780	1380
2054	368
2055	367
749	361
1024	385
2763	1253
991	164
992	165
2577	167
202	160
1923	161
2112	1090
11	671
725	809
716	808
739	807
724	806
2766	1259
803	1158
1669	1551
1665	1550
994	58
995	57
715	537
714	535
735	534
713	533
734	532
733	531
722	530
738	539
737	538
736	536
256	429
255	428
2777	1398
522	1391
528	1390
2765	1256
2775	1257
2774	1254
2764	1255
726	810
727	811
728	812
2758	1251
2772	1395
253	425
523	1392
254	427
250	426
732	526
719	527
10	1018
0	1019
340	1015
9	1016
5	1017
720	528
721	529
894	1012
54	1013
1668	1230
1663	1231
1618	435
257	430
258	431
1224	237
223	237
2607	232
673	1
1397	143
1319	143
731	938
909	938
730	937
908	937
740	936
905	936
717	935
906	935
907	934
729	934
1000	829
1400	823
1725	822
1399	822
1862	1536
1764	1483
1773	1482
1790	1481
1763	1480
1254	1488
265	793
264	792
2229	1137
1039	1008
674	514
1906	516
1667	1229
993	2
1806	11
1807	10
2885	203
2887	205
2886	204
447	512
316	512
134	922
136	923
137	924
1927	926
752	832
1671	831
55	834
1547	61
1003	62
1044	64
1045	65
1046	66
1047	67
2140	1034
1791	1457
2100	1452
2101	1453
1765	1458
1792	1459
718	210
2200	919
2199	918
2198	917
236	847
235	846
234	845
1991	841
753	840
2537	840
662	506
1398	1021
1	1020
2761	1209
2757	1207
2770	1206
2350	609
751	1118
2835	463
2644	481
2646	480
1675	195
1674	194
1676	196
1299	906
2108	907
2109	908
2110	909
2170	850
2455	851
2111	1059
1771	1478
1772	1479
692	493
2097	189
4	861
3	860
2150	863
8	862
266	885
1647	771
1487	771
1488	770
1648	770
1644	772
1484	772
2107	669
1782	1461
1766	1460
2643	315
2645	314
1808	9
1645	768
1485	768
1646	769
1486	769
76	1079
80	1094
1038	1094
1027	1091
2	674
7	675
12	672
6	673
2760	1410
2778	1411
2779	1412
1664	1327
1867	1524
1859	1525
1868	1526
1866	1523
1860	1529
2776	1258
1404	473
1405	471
248	953
693	952
133	667
2307	1060
135	1082
78	1080
2053	599
233	599
845	1401
259	449
252	448
844	1547
1747	501
841	1545
1877	1543
1876	1540
1874	1537
1873	1535
1861	1534
1872	1533
1871	1532
1870	1531
1869	1530
1863	1539
1875	1538
38	1026
1439	942
1437	943
1438	941
521	1389
2542	1436
2543	1437
2548	1435
2544	1438
2545	1439
13	450
526	1500
2497	653
1864	1508
1865	1509
2311	324
898	325
2389	997
2392	999
2390	998
2559	120
2768	1397
2773	1396
2759	1252
1296	578
1295	577
2405	574
2771	1208
917	1420
2538	1425
2539	1424
2541	1427
2540	1426
2547	1429
2546	1428
1275	469
1274	468
1781	1352
2715	353
879	353
232	351
2828	1290
2830	1291
344	986
342	987
341	984
343	985
1677	116
2818	110
2558	119
2845	565
203	567
1666	1163
1406	472
1785	1366
1786	1367
1276	470
1767	1365
1783	1363
1787	1368
1788	1369
