3	5
5	3
3	142
142	3
3	143
143	3
3	16
16	3
3	17
17	3
3	18
18	3
3	147
147	3
3	20
20	3
3	150
150	3
3	23
23	3
3	146
146	3
3	54
54	3
3	57
57	3
3	58
58	3
3	63
63	3
3	66
66	3
3	67
67	3
3	68
68	3
3	71
71	3
3	77
77	3
3	82
82	3
3	84
84	3
3	86
86	3
3	89
89	3
3	90
90	3
3	94
94	3
3	96
96	3
3	148
148	3
3	145
145	3
3	106
106	3
3	109
109	3
3	110
110	3
3	111
111	3
3	115
115	3
3	116
116	3
3	120
120	3
3	121
121	3
3	126
126	3
4	129
129	4
4	130
130	4
4	131
131	4
4	132
132	4
4	6
6	4
4	19
19	4
4	30
30	4
4	31
31	4
4	35
35	4
4	38
38	4
4	43
43	4
4	48
48	4
4	50
50	4
4	55
55	4
4	59
59	4
4	62
62	4
4	65
65	4
4	69
69	4
4	76
76	4
4	77
77	4
4	81
81	4
4	83
83	4
4	87
87	4
4	94
94	4
4	97
97	4
4	103
103	4
4	107
107	4
4	125
125	4
4	127
127	4
5	129
129	5
5	133
133	5
5	8
8	5
5	141
141	5
5	16
16	5
5	146
146	5
5	147
147	5
5	148
148	5
5	23
23	5
5	25
25	5
5	31
31	5
5	40
40	5
5	51
51	5
5	54
54	5
5	60
60	5
5	62
62	5
5	66
66	5
5	68
68	5
5	71
71	5
5	75
75	5
5	77
77	5
5	80
80	5
5	82
82	5
5	86
86	5
5	89
89	5
5	92
92	5
5	94
94	5
5	96
96	5
5	109
109	5
5	111
111	5
5	113
113	5
5	116
116	5
5	118
118	5
5	121
121	5
5	126
126	5
6	128
128	6
6	134
134	6
6	7
7	6
6	10
10	6
6	11
11	6
6	140
140	6
6	13
13	6
6	15
15	6
6	20
20	6
6	150
150	6
6	24
24	6
6	132
132	6
6	27
27	6
6	35
35	6
6	38
38	6
6	39
39	6
6	40
40	6
6	42
42	6
6	45
45	6
6	47
47	6
6	52
52	6
6	62
62	6
6	64
64	6
6	65
65	6
6	139
139	6
6	69
69	6
6	79
79	6
6	91
91	6
6	93
93	6
6	107
107	6
6	119
119	6
7	128
128	7
7	131
131	7
7	132
132	7
7	11
11	7
7	13
13	7
7	145
145	7
7	22
22	7
7	26
26	7
7	29
29	7
7	30
30	7
7	134
134	7
7	42
42	7
7	43
43	7
7	44
44	7
7	45
45	7
7	48
48	7
7	59
59	7
7	62
62	7
7	64
64	7
7	139
139	7
7	70
70	7
7	71
71	7
7	73
73	7
7	78
78	7
7	84
84	7
7	93
93	7
7	97
97	7
7	98
98	7
7	101
101	7
7	104
104	7
7	109
109	7
7	114
114	7
7	119
119	7
7	125
125	7
7	127
127	7
8	129
129	8
8	132
132	8
8	135
135	8
8	10
10	8
8	142
142	8
8	16
16	8
8	145
145	8
8	18
18	8
8	148
148	8
8	23
23	8
8	152
152	8
8	25
25	8
8	29
29	8
8	30
30	8
8	31
31	8
8	133
133	8
8	34
34	8
8	146
146	8
8	40
40	8
8	41
41	8
8	51
51	8
8	53
53	8
8	55
55	8
8	56
56	8
8	59
59	8
8	60
60	8
8	61
61	8
8	66
66	8
8	67
67	8
8	75
75	8
8	77
77	8
8	88
88	8
8	95
95	8
8	144
144	8
8	102
102	8
8	106
106	8
8	109
109	8
8	111
111	8
8	115
115	8
8	120
120	8
8	121
121	8
8	122
122	8
8	123
123	8
8	127
127	8
9	128
128	9
9	131
131	9
9	132
132	9
9	11
11	9
9	14
14	9
9	21
21	9
9	22
22	9
9	23
23	9
9	26
26	9
9	27
27	9
9	30
30	9
9	32
32	9
9	35
35	9
9	37
37	9
9	38
38	9
9	39
39	9
9	44
44	9
9	48
48	9
9	50
50	9
9	52
52	9
9	64
64	9
9	65
65	9
9	139
139	9
9	70
70	9
9	72
72	9
9	74
74	9
9	79
79	9
9	84
84	9
9	85
85	9
9	97
97	9
9	108
108	9
9	114
114	9
9	115
115	9
9	116
116	9
9	124
124	9
9	127
127	9
10	128
128	10
10	131
131	10
10	132
132	10
10	150
150	10
10	12
12	10
10	14
14	10
10	15
15	10
10	145
145	10
10	19
19	10
10	149
149	10
10	22
22	10
10	25
25	10
10	26
26	10
10	29
29	10
10	30
30	10
10	33
33	10
10	134
134	10
10	39
39	10
10	42
42	10
10	136
136	10
10	54
54	10
10	55
55	10
10	62
62	10
10	64
64	10
10	65
65	10
10	72
72	10
10	74
74	10
10	78
78	10
10	81
81	10
10	82
82	10
10	84
84	10
10	87
87	10
10	91
91	10
10	93
93	10
10	97
97	10
10	98
98	10
10	103
103	10
10	114
114	10
10	115
115	10
10	122
122	10
10	124
124	10
11	129
129	11
11	130
130	11
11	131
131	11
11	132
132	11
11	12
12	11
11	14
14	11
11	19
19	11
11	26
26	11
11	27
27	11
11	30
30	11
11	32
32	11
11	36
36	11
11	134
134	11
11	39
39	11
11	42
42	11
11	47
47	11
11	51
51	11
11	55
55	11
11	58
58	11
11	65
65	11
11	70
70	11
11	73
73	11
11	78
78	11
11	79
79	11
11	90
90	11
11	91
91	11
11	92
92	11
11	93
93	11
11	102
102	11
11	105
105	11
11	147
147	11
11	119
119	11
11	124
124	11
12	128
128	12
12	134
134	12
12	136
136	12
12	137
137	12
12	19
19	12
12	24
24	12
12	26
26	12
12	29
29	12
12	30
30	12
12	36
36	12
12	38
38	12
12	39
39	12
12	45
45	12
12	47
47	12
12	48
48	12
12	49
49	12
12	51
51	12
12	52
52	12
12	55
55	12
12	59
59	12
12	65
65	12
12	139
139	12
12	70
70	12
12	72
72	12
12	81
81	12
12	84
84	12
12	86
86	12
12	103
103	12
12	105
105	12
12	114
114	12
13	128
128	13
13	130
130	13
13	136
136	13
13	150
150	13
13	24
24	13
13	27
27	13
13	29
29	13
13	31
31	13
13	32
32	13
13	134
134	13
13	45
45	13
13	47
47	13
13	48
48	13
13	49
49	13
13	58
58	13
13	59
59	13
13	60
60	13
13	61
61	13
13	65
65	13
13	71
71	13
13	72
72	13
13	74
74	13
13	76
76	13
13	78
78	13
13	83
83	13
13	84
84	13
13	93
93	13
13	103
103	13
13	104
104	13
13	107
107	13
13	119
119	13
13	124
124	13
13	127
127	13
14	131
131	14
14	134
134	14
14	136
136	14
14	140
140	14
14	150
150	14
14	24
24	14
14	33
33	14
14	35
35	14
14	37
37	14
14	38
38	14
14	43
43	14
14	47
47	14
14	49
49	14
14	65
65	14
14	139
139	14
14	69
69	14
14	70
70	14
14	74
74	14
14	78
78	14
14	79
79	14
14	84
84	14
14	91
91	14
14	93
93	14
14	98
98	14
14	100
100	14
14	114
114	14
14	115
115	14
14	124
124	14
14	125
125	14
15	128
128	15
15	132
132	15
15	137
137	15
15	19
19	15
15	22
22	15
15	24
24	15
15	26
26	15
15	27
27	15
15	30
30	15
15	33
33	15
15	36
36	15
15	38
38	15
15	43
43	15
15	44
44	15
15	47
47	15
15	49
49	15
15	62
62	15
15	65
65	15
15	69
69	15
15	75
75	15
15	78
78	15
15	93
93	15
15	98
98	15
15	100
100	15
15	105
105	15
15	107
107	15
15	122
122	15
15	123
123	15
15	125
125	15
15	127
127	15
16	135
135	16
16	138
138	16
16	151
151	16
16	140
140	16
16	141
141	16
16	144
144	16
16	145
145	16
16	147
147	16
16	23
23	16
16	25
25	16
16	27
27	16
16	31
31	16
16	34
34	16
16	40
40	16
16	42
42	16
16	51
51	16
16	53
53	16
16	56
56	16
16	57
57	16
16	61
61	16
16	62
62	16
16	63
63	16
16	66
66	16
16	71
71	16
16	75
75	16
16	76
76	16
16	86
86	16
16	89
89	16
16	90
90	16
16	94
94	16
16	95
95	16
16	96
96	16
16	99
99	16
16	102
102	16
16	106
106	16
16	109
109	16
16	110
110	16
16	111
111	16
16	115
115	16
16	117
117	16
16	118
118	16
16	120
120	16
16	122
122	16
16	123
123	16
17	129
129	17
17	133
133	17
17	135
135	17
17	151
151	17
17	141
141	17
17	142
142	17
17	144
144	17
17	18
18	17
17	23
23	17
17	152
152	17
17	28
28	17
17	29
29	17
17	40
40	17
17	41
41	17
17	58
58	17
17	60
60	17
17	63
63	17
17	68
68	17
17	75
75	17
17	76
76	17
17	77
